Clause	TC Title	Release	Applicability		Additional Information			
19.2.1	ProSe Direct Discovery Monitoring/Pre-configured authorisation / Monitoring / Handling of validity timers / Utilisation of the resources of different cells/PLMNs	Rel-12	C240	UEs supporting E-UTRA and ProSe direct discovery	pc_eFDD, pc_disc_public_safety			
					pc_eTDD, pc_disc_public_safety			
19.2.2	ProSe Direct Discovery Announcing/Pre-configured authorisation / Announcing and SLSS transmission in RRC_IDLE / Handling of validity timers / Utilisation of the resources of different cells/PLMNs	Rel-12	C240	UEs supporting E-UTRA and ProSe direct discovery	pc_eFDD, pc_disc_public_safety			
					pc_eTDD, pc_disc_public_safety			
19.2.3	ProSe Direct Discovery Announcing/Pre-configured authorisation / Announcing and SLSS transmission in RRC_CONNECTED / RRC connection reconfiguration with/without the mobilityControlInfo / RRC connection re-establishment	Rel-12	C240	UEs supporting E-UTRA and ProSe direct discovery	pc_eFDD, pc_disc_public_safety, pc_discScheduledResourceAlloc, pc_discUESelectedResourceAlloc			
					pc_eTDD, pc_disc_public_safety, pc_discScheduledResourceAlloc, pc_discUESelectedResourceAlloc			
19.2.4	Void							
19.2.5	Void							
19.2.6	One-to-many ProSe direct communication/Pre-configured authorisation/Off-network / ProSe Direct Discovery for public safety use / Announcing UE procedure for group member discovery	Rel-13	C240	UEs supporting E-UTRA and ProSe direct discovery	pc_eFDD, pc_disc_public_safety			
19.2.7	One-to-many ProSe direct communication/Pre-configured authorisation/Off-network / ProSe Direct Discovery for public safety use / Discoverer UE procedure for group member discovery	Rel-13	C240	UEs supporting E-UTRA and ProSe direct discovery	pc_eFDD, pc_disc_public_safety			
19.2.8	One-to-many ProSe direct communication/Pre-configured authorisation/Off-network / ProSe Direct Discovery for public safety use / Discoveree UE procedure for group member discovery	Rel-13	C240	UEs supporting E-UTRA and ProSe direct discovery	pc_eFDD, pc_disc_public_safety			
20	Tunnel management procedure UE to ePDG							
20.1	Void							
20.2	Selection of ePDG and Tunnel establishment	Rel-11	C269	UEs supporting WLAN and GSMA PRD IR.51: "IMS Profile for Voice, Video and SMS over Wi-Fi"				
20.3	UE initiated disconnection	Rel-11	C269	UEs supporting WLAN and GSMA PRD IR.51: "IMS Profile for Voice, Video and SMS over Wi-Fi"				
20.4	ePDG initiated disconnection	Rel-11	C269	UEs supporting WLAN and GSMA PRD IR.51: "IMS Profile for Voice, Video and SMS over Wi-Fi"				
21	SC-PTM in LTE							
21.1.1	SC-MCCH information acquisition/ UE is switched on	Rel-13	C259	UEs supporting E-UTRA and SC-PTM	pc_eFDD			
					pc_eTDD			
21.1.2	SC-MCCH information acquisition/ cell reselection to a cell broadcasting SIB20	Rel-13	C259	UEs supporting E-UTRA and SC-PTM	pc_eFDD			
					pc_eTDD			
21.1.3	SC-MCCH information acquisition/ UE handover to a cell broadcasting SIB20	Rel-13	C259	UEs supporting E-UTRA and SC-PTM	pc_eFDD			
					pc_eTDD			
21.1.4	SC-MCCH information acquisition/ UE is receiving an SC-PTM service	Rel-13	C259	UEs supporting E-UTRA and SC-PTM	pc_eFDD			
					pc_eTDD			
21.1.5	SC-MCCH information acquisition/ UE is not receiving SC-PTM data	Rel-13	C259	UEs supporting E-UTRA and SC-PTM	pc_eFDD			
					pc_eTDD			
21.2.1	DRX operation / Parameters configured by RRC	Rel-13	C259	UEs supporting E-UTRA and SC-PTM	pc_eFDD			
					pc_eTDD			
21.3.1	Cell reselection to intra-frequency cell to continue SC-PTM service reception	Rel-13	C259	UEs supporting E-UTRA and SC-PTM	pc_eFDD			
					pc_eTDD			
21.3.1a	Cell reselection to intra-frequency cell to continue SC-PTM service reception / Single Frequency operation (inter-band neighbouring cell)	Rel-13	C259	UEs supporting E-UTRA and SC-PTM	pc_eFDD			
					pc_eTDD			
21.3.2	Cell reselection to inter-frequency cell to start SC-PTM service reception	Rel-13	C259	UEs supporting E-UTRA and SC-PTM	pc_eFDD			
					pc_eTDD			
21.3.2a	Cell reselection to inter-band cell to start SC-PTM service reception	Rel-13	C259	UEs supporting E-UTRA and SC-PTM	pc_eFDD			
					pc_eTDD			
21.3.3	Handover to inter-frequency cell to start SC-PTM service reception	Rel-13	C259	UEs supporting E-UTRA and SC-PTM	pc_eFDD			
					pc_eTDD			
21.3.3a	Handover to inter-band cell to start SC-PTM service reception	Rel-13	C259	UEs supporting E-UTRA and SC-PTM	pc_eFDD			
					pc_eTDD			
21.3.4	Handover to intra-frequency cell to continue SC-PTM service reception	Rel-13	C259	UEs supporting E-UTRA and SC-PTM	pc_eFDD			
					pc_eTDD			
21.3.5	Conditional retransmission of MBMS Interest Indication after handover	Rel-13	C259	UEs supporting E-UTRA and SC-PTM	pc_eFDD			
					pc_eTDD			
21.3.6	MBMS Interest Indication retransmission after returning from cell not broadcasting SIB15	Rel-13	C259	UEs supporting E-UTRA and SC-PTM	pc_eFDD			
					pc_eTDD			
21.3.7	MBMS Interest Indication retransmission after returning from cell not broadcasting SIB20	Rel-13	C259	UEs supporting E-UTRA and SC-PTM	pc_eFDD			
					pc_eTDD			
21.3.8	MBMS Interest Indication after Radio Link Failure	Rel-13	C259	UEs supporting E-UTRA and SC-PTM	pc_eFDD			
					pc_eTDD			
21.3.9	Continued SC-PTM service reception after E-UTRAN release of unicast bearer	Rel-13	C259	UEs supporting E-UTRA and SC-PTM	pc_eFDD			
					pc_eTDD			
21.3.10.1	CA/ Start SC-PTM reception on Non-Serving Cell / Continue SC-PTM reception on Scell after SCell addition / intra-band Contiguous CA	Rel-13	C259cF	UEs supporting E-UTRA and Intra-band contiguous Carrier Aggregation and Feature Group Indicator 13 and Feature Group Indicator 25 and SC-PTM and reception of SCPTM on SCell and on NonServingCell	pc_eFDD			
			C259cT		pc_eTDD			
21.3.10.2	CA/ Start SC-PTM reception on Non-Serving Cell / Continue SC-PTM reception on Scell after SCell addition / Inter-band CA	Rel-13	C259dF	UEs supporting E-UTRA and Inter-band Carrier Aggregation and Feature Group Indicator 13 and Feature Group Indicator 25 and SC-PTM and reception of SCPTM on SCell and on NonServingCell	pc_eFDD			
			C259dT		pc_eTDD			
21.3.11.1	CA/ Start SC-PTM reception on SCell / Continue SC-PTM reception on Non-Serving after SCell release / intra-band Contiguous CA	Rel-13	C259e	UEs supporting E-UTRA and Intra-band contiguous Carrier Aggregation and SC-PTM and reception of SCPTM on SCell and on NonServingCell	pc_eFDD			
					pc_eTDD			
21.3.11.2	CA/ Start SC-PTM reception on SCell / Continue SC-PTM reception on Non-Serving after SCell release / inter-band CA	Rel-13	C259f	UEs supporting E-UTRA and Inter-band Carrier Aggregation and SC-PTM and reception of SCPTM on SCell and on NonServingCell	pc_eFDD			
					pc_eTDD			
21.3.12.1	CA/ Start SC-PTM reception on PCell / Continue SC-PTM reception after swap of SCell and PCell/ intra-band Contiguous CA	Rel-13	C259gF	UEs supporting E-UTRA and Intra-band contiguous Carrier Aggregation and Feature Group Indicator 13 and Feature Group Indicator 25 and SC-PTM and reception of SCPTM on SCell	pc_eFDD			
			C259gT		pc_eTDD			
21.3.12.2	CA/ Start SC-PTM reception on PCell / Continue SC-PTM reception after swap of SCell and PCell/ inter-band CA	Rel-13	C259hF	UEs supporting E-UTRA and Inter-band Carrier Aggregation and Feature Group Indicator 13 and Feature Group Indicator 25 and SC-PTM and reception of SCPTM on SCell	pc_eFDD			
			C259hT		pc_eTDD			
22	NB-IoT							
22.1.1	NB-IoT / Control Plane CIoT EPS optimisation for EPS services	Rel-13	C266	UEs supporting NB-IoT	pc_NonIP_PDN, pc_IP_PDN, pc_NB_S1_only pc_NonIP_Link_MTU_Parameter pc_IPv4_Link_MTU_Parameter pc_APN_RateControl	px_DoAttachWithoutPDN, px_nonSMSTransport_CP_CIoT, px_SMSTransport_CP_CIoT, px_ModifyBearerResources, 	Note 18	
22.2.1	NB-IoT / PLMN selection of RPLMN, HPLMN/EHPLMN, UPLMN and OPLMN / Automatic mode	Rel-13	C266	UEs supporting NB-IoT				
22.2.2	NB-IoT / PLMN selection of RPLMN, HPLMN/EHPLMN, UPLMN and OPLMN / Manual mode	Rel-13	C266	UEs supporting NB-IoT				
22.2.3	NB-IoT / PLMN selection / Periodic reselection / MinimumPeriodicSearchTimer	Rel-13	C266	UEs supporting NB-IoT				
22.2.4	NB-IoT / Cell selection / Qrxlevmin and Qqualmin / Serving cell becomes non-suitable (S<0 or barred or Srxlev > 0 and Squal < 0)	Rel-13	C266	UEs supporting NB-IoT				
22.2.5	NB-IoT / Intra-frequency Cell reselection / Qhyst, Qoffset, Treselection and Cell-specific reselection parameters	Rel-13	C266	UEs supporting NB-IoT				
22.2.6	NB-IoT / Cell reselection using cell status and cell reservations / Access control class 0 to 9	Rel-13	C266	UEs supporting NB-IoT				
22.2.7	NB-IoT / Cell reselection using cell status and cell reservations / Access control class 11 to 15	Rel-13	C266	UEs supporting NB-IoT				
22.2.8	NB-IoT / Cell reselection in shared network environment	Rel-13	C266	UEs supporting NB-IoT				
22.2.9	NB-IoT / Inter-frequency cell reselection	Rel-13	C266	UEs supporting NB-IoT				
22.2.10	NB-IoT / Cell reselection / MFBI	Rel-13	C266	UEs supporting NB-IoT				
22.3.1.1	NB-IoT / RACH Procedure / Preamble Selected by MAC / Temporary C-RNTI	Rel-13	C266	UEs supporting NB-IoT				
22.3.1.2	NB-IoT / Correct Handling of DL MAC PDU / Assignment/HARQ process / TimeAlignmentTimer expiry	Rel-13	C266	UEs supporting NB-IoT				
22.3.1.3	NB-IoT / Correct Handling of UL MAC PDU/Assignment/HARQ process/Padding	Rel-13	C266	UEs supporting NB-IoT				
22.3.1.4	NB-IoT / Correct handling of MAC control information / Buffer status	Rel-13	C266	UEs supporting NB-IoT				
22.3.1.5	NB-IoT / DRX operation / DRX cycle configured / Parameters configured by RRC/ DRX command MAC control element reception	Rel-13	C266	UEs supporting NB-IoT				
22.3.1.6	NB-IoT / DL-SCH /UL-SCH transport block size selection / DCI format N1/ N0	Rel-13	C266	UEs supporting NB-IoT				
22.3.2.1	NB-IoT / AM RLC / Correct use of sequence numbering / Concatenation and reassembly / Polling for status	Rel-13	C266	UEs supporting NB-IoT				
22.3.2.2	NB-IoT / AM RLC / Receiver status triggers	Rel-13	C266	UEs supporting NB-IoT				
22.3.2.3	NB-IoT / AM RLC / In sequence delivery of upper layers PDUs/ Different numbers of length indicators	Rel-13	C266	UEs supporting NB-IoT				
22.3.2.4	NB-IoT / AM RLC / Re-segmentation RLC PDU / SO, FI, LSF/ Re-transmission of RLC PDU	Rel-13	C266	UEs supporting NB-IoT				
22.3.2.5	NB-IoT / AM RLC / Segmentation and Reassembly / AMD PDU reassembly Re-ordering, from AMD PDU segments / FI, SO and LSF	Rel-13	C266	UEs supporting NB-IoT				
22.3.3.1	NB-IoT / Maintenance of PDCP sequence numbers / User plane / RLC AM	Rel-13	C290	UEs supporting NB-IoT and S1-U Data Transfer				
22.3.3.2	NB-IoT / Integrity protection / Ciphering and deciphering / Correct functionality of EPS AS and UP encryption algorithms / SNOW3G	Rel-13	C290	UEs supporting NB-IoT and S1-U Data Transfer				
22.3.3.3	NB-IoT / Integrity protection / Ciphering and deciphering / Correct functionality of EPS AS and UP encryption algorithms / AES	Rel-13	C290	UEs supporting NB-IoT and S1-U Data Transfer				
22.3.3.4	NB-IoT / Integrity protection / Ciphering and deciphering / Correct functionality of EPS AS and UP encryption algorithms / ZUC	Rel-13	C291	UEs supporting NB-IoT and S1-U Data Transfer and ZUC algorithm				
22.3.3.5	NB-IoT / PDCP re-establishment / stored UE AS context is used and drb-ContinueROHC is configured	Rel-13	C271	UEs supporting NB-IoT and User plane CIoT Optimisation				
22.3.3.6	NB-IoT / PDCP Discard	Rel-13	C290	UEs supporting NB-IoT and S1-U Data Transfer				
22.4.1	NB-IoT / Notification of BCCH modification in idle mode / eDRX cycle longer than the modification period	Rel-13	C273	UEs supporting NB-IoT and Extended DRX				
22.4.2	NB-IoT / Paging for connection in idle mode / Multiple paging records / Shared network environment	Rel-13	C266	UEs supporting NB-IoT				
22.4.4	NB-IoT / RRC connection establishment / Paging / Access Barring for UE with AC 0 to 9 / ab-Category a, b and c	Rel-13	C266	UEs supporting NB-IoT				
22.4.5	NB-IoT / RRC connection establishment / Paging / Access Barring for UE with AC 11 to 15 / ab-Category a, b and c	Rel-13	C266	UEs supporting NB-IoT				
22.4.6	NB-IoT / Paging for notification of BCCH modification in idle mode / Direct indication for SI update	Rel-13	C266	UEs supporting NB-IoT				
22.4.7	NB-IoT / RRC connection release with extendedWait / extendedWait ignored / RRC connection establishment / Reject with extendedWait	Rel-13	C266	UEs supporting NB-IoT				
22.4.8	NB-IoT / RRC connection establishment / Access Barring for UE with AC 0 to 9 / MO exception data / ab-Category a, b and c	Rel-13	C266	UEs supporting NB-IoT				
22.4.9	NB-IoT / RRC connection establishment / Access Barring for UE with AC 11 to 15 / MO exception data / ab-Category a, b and c	Rel-13	C266	UEs supporting NB-IoT				
22.4.11	NB-IoT / RRC connection release / Redirection to another NB-IoT frequency	Rel-13	C266	UEs supporting NB-IoT				
22.4.12	NB-IoT / RRC connection release / Redirection to another NB-IoT band	Rel-13	C266	UEs supporting NB-IoT				
22.4.13	NB-IoT / UE capability transfer / Success	Rel-13	C266	UEs supporting NB-IoT				
22.4.14	NB-IoT / RRC Connection Establishment / Multi-Carrier	Rel-13	C288	UEs supporting NB-IoT and multi-carrier operation				
22.4.15	NB-IoT / RRC connection suspend-resume / Success / different cell	Rel-13	C271	UEs supporting NB-IoT and User plane CIoT Optimisation				
22.4.16	NB-IoT / RRC connection suspend-resume / Failure / Network reject	Rel-13	C271	UEs supporting NB-IoT and User plane CIoT Optimisation				
22.4.17	NB-IoT / RRC connection reconfiguration / Radio bearer establishment / Success / Dedicated bearer / ROHC configured under UP	Rel-13	C292	UEs supporting NB-IoT and S1-U Data Transfer with multiple DRBs				
22.4.18	NB-IoT / RRC connection reconfiguration / SRB reconfiguration / Success	Rel-13	C290	UEs supporting NB-IoT and S1-U Data Transfer				
22.4.19	Void							
22.4.20	NB-IoT / Radio link failure / RRC connection re-establishment reject	Rel-13	C290	UEs supporting NB-IoT and S1-U Data Transfer				
22.4.21	NB-IoT / Radio link failure / Radio link recovery while T310 is running	Rel-13	C290	UEs supporting NB-IoT and S1-U Data Transfer				
22.4.22	NB-IoT / Radio link failure / T301 expiry / T311 expiry / Dedicated RLF timer (UP/SI-U)	Rel-13	C290	UEs supporting NB-IoT and S1-U Data Transfer				
22.4.23	NB-IoT / Radio link failure / T310 expiry / Dedicated RLF timer (CP CIoT)	Rel-13	C266	UEs supporting NB-IoT				
22.5.1	NB-IoT / Authentication not accepted by the network, GUTI used / Authentication not accepted by the UE, SQN failure / Authentication not accepted by the UE, non-EPS authentication unacceptable / Network failing the authentication check	Rel-13	C266	UEs supporting NB-IoT				
22.5.2	NB-IoT / NAS Security / Handling of null integrity protection and null ciphering algorithms / NAS count reset to zero / Security mode command with not matching replayed security capabilities / Provision of IMEISV and IMEI	Rel-13	C266	UEs supporting NB-IoT				
22.5.3	NB-IoT / NW initiated detach Re-attach required / UE initiated detach Abnormal case EMM common procedure collision / UE initiated detach Abnormal case Local detach after 5 attempts due to no network response	Rel-13	C266	UEs supporting NB-IoT				
22.5.4	NB-IoT / Attach to new PLMN GUTI reallocation / Network reject with Extended Wait Timer / Paging with IMSI / Attach Rejected Illegal ME/UE / Detach upon switch-off	Rel-13	C266	UEs supporting NB-IoT				
22.5.5	NB-IoT / Attach Procedure / Success / List of equivalent PLMNs in the ATTACH ACCEPT message / Attach / Rejected / PLMN not allowed	Rel-13	C266	UEs supporting NB-IoT				
22.5.6	NB-IoT / UE in NB-S1 mode supporting CIoT Optimizations / Attach Abnormal cases / EPS services not allowed / Failure due to non integrity protection / Unsuccessful attach after 5 attempts / Repeated rejects for network failures / Change of cell into a new tracking area / Detach procedure collision / UE initiated detach USIM removed from the UE	Rel-13	C266	UEs supporting NB-IoT				
22.5.7a	NB-IoT / Periodic tracking area update Accepted / Normal tracking area update List of equivalent PLMNs in the TRACKING AREA UPDATE ACCEPT message / Normal tracking area update Rejected (IMSI invalid / Illegal ME / UE identity cannot be derived by the network / UE implicitly detached / PLMN not allowed	Rel-13	C266	UEs supporting NB-IoT				
22.5.7b	NB-IoT / Normal tracking area update Rejected ( Tracking area not allowed / No suitable cells in tracking area / Roaming not allowed in this tracking area / Congestion) / UE initiated detach Abnormal case Change of cell into a new tracking area	Rel-13	C266	UEs supporting NB-IoT				
22.5.8	NB-IoT / Normal tracking area update Abnormal case / Success or fail after several attempts due to no network response / TA belongs to TAI list and status is UPDATED / TRACKING AREA UPDATE REJECT / Change of cell into a new tracking area / Tracking area updating and detach procedure collision	Rel-13	C266	UEs supporting NB-IoT				
22.5.9	NB-IoT / UE in NB-S1 mode supporting CIoT Optimizations / Paging with not matching identity / Control Plane Service request Rejected (IMSI invalid / Illegal ME / EPS services not allowed / UE identity cannot be derived by the network / UE implicitly detached)	Rel-13	C266	UEs supporting NB-IoT				
22.5.10	NB-IoT / EPS NAS integrity and encryption / SNOW 3G	Rel-13	C266	UEs supporting NB-IoT				
22.5.11	NB-IoT / EPS NAS integrity and encryption / AES	Rel-13	C266	UEs supporting NB-IoT				
22.5.12	NB-IoT / EPS NAS integrity and encryption / ZUC	Rel-13	C272	UEs supporting NB-IoT and ZUC algorithms				
22.5.13	NB-IoT / Attach Procedure / Success / Last visited TAI, TAI list and equivalent PLMN list handling	Rel-13	C266	UEs supporting NB-IoT				
22.5.14	NB-IoT / Attach / Rejected / Tracking Area not allowed / Roaming not allowed in this tracking area / No suitable cells in tracking area	Rel-13	C266	UEs supporting NB-IoT				
22.5.15	NB-IoT / Normal tracking area update / low priority override	Rel-13	C275	UEs supporting NB-IoT and LAP and LAP override				
22.5.16	NB-IoT / Normal tracking area update / Rejected / EPS service not allowed /EPS services not allowed in this PLMN	Rel-13	C266	UEs supporting NB-IoT				
22.5.17	NB-IoT / Attach Success /Normal tracking area update accepted / Periodic tracking area update T3412 Extended Value / PSM	Rel-13	C266	UEs supporting NB-IoT				
22.5.18	NB-IoT / Attach & Normal tracking area update Procedure / Success / without Idle eDRX parameters / With Idle eDRX parameters/ With and without Idle eDRX and PSM parameters	Rel-13	C266	UEs supporting NB-IoT				
22.6.1	NB-IoT / UE routing of uplinks packets/ User Plane/ UE requested PDN disconnect procedure accepted by the network	Rel-13	C276	UEs supporting NB-IoT, S1-U Data Transfer and Multiple PDN				
