c	Title	Release	Applicability	Applicability Limitations	Status	Specific PICS Statements	Supported	
52.3.3.3	Dynamic Allocation/Resource reallocation/Reject	R99	EGPRS MS supporting two PDP contexts and has a way to trigger transferring of new user data in a different PDP context while an uplink transfer is in progress		C278			
52.4	Void							
52.5.5.1	Downlink Transfer/ Reestablishment/ T3192 Expiry	R99	All EGPRS MS		C216			
52.5.5.2	Downlink Transfer/ Reestablishment/ Packet Downlink Assignment	R99	All EGPRS MS		C216			
52.5.5.3	Void							
52.6.1	EGPRS Packet Access for signalling / EGPRS Packet Channel Request not supported / CCCH case	R99	For R99: All EGPRS MS that supports the access type “signalling” in EGPRS PACKET CHANNEL REQUEST For Rel-4 and onwards: All EGPRS MS		For R99: C316 For Rel-4 and onwards: C216			
52.6.2	EGPRS Packet Access for signalling / EGPRS Packet Channel Request supported / CCCH case	R99	For R99: All EGPRS MS that supports the access type “signalling” in EGPRS PACKET CHANNEL REQUEST For Rel-4 and onwards: All EGPRS MS		For R99: C316 For Rel-4 and onwards: C216			
52.6.3	Void							
52.6.4	Void							
52.6.5	EGPRS Packet Access for signalling / EGPRS Packet Channel Request supported / low access priority	Rel-10	MS supporting LAP and EAB		C600			
52.8.1.1	Void							
52.8.1.2	Void							
52.8.1.3	Void							
52.8.1.4	Void							
52.8.1.5	Void							
52.8.1.6	One phase access/ PBCCH not present/ CONTENTION_RESOLUTION_TLLI/ Contention resolution / Inclusion of TLLI in RLC data blocks	R99	All EGPRS MS		C216			
52.8.1.7	One phase access/ PBCCH not present/ CONTENTION_RESOLUTION_TLLI/Contention resolution / Counter N3104	R99	All EGPRS MS		C216			
52.8.1.8	One phase access/ PBCCH not present/ CONTENTION_RESOLUTION_TLLI/ Contention resolution / Timer T3166	R99	All EGPRS MS		C216			
52.8.1.9	One phase access/ PBCCH not present/ CONTENTION_RESOLUTION_TLLI/ Contention resolution / TLLI mismatch	R99	All EGPRS MS		C216			
52.8.1.10	One phase access/ PBCCH not present/ CONTENTION_RESOLUTION_TLLI/Contention resolution / 4 access repetition attempts	R99	All EGPRS MS		C216			
52.8.1.11	Void							
52.8.1.12	One phase access/PBCCH absent/CONTENTION_RESOLUTION_TLLI/ Contention resolution / Successful Resource Reallocation	R99	All EGPRS MS		C216			
52.9.2.1.1	Extended Dynamic Allocation / Uplink Transfer / Normal / Successful	R99	All EGPRS MS supporting Extended Dynamic Allocation and EGPRS multislot classes: 3,5,6,7,9 to 29, 31 to 34, 36 to 39, 41 to 45)		C357	TSPC_Type_EGPRS_Multislot_ClassX where X = 1..45		
52.9.2.1.2	Extended Dynamic Allocation / Uplink Transfer / Normal / USF_GRANULARITY = 4 blocks	R99	All EGPRS MS supporting Extended Dynamic Allocation and EGPRS multislot classes: 3, 5, 6, 7, 9 to 29, 31 to 34, 36 to 39, 41 to 45		C357			
52.9.2.1.4	Extended Dynamic Allocation / Uplink Transfer / Normal / PACCH operation in downlink	R99	All EGPRS MS supporting Extended Dynamic Allocation and EGPRS multislot classes: 3,5,6,7,9 to 29, 31 to 34, 36 to 39, 41 to 45)		C357	TSPC_Type_EGPRS_Multislot_ClassX where X = 1..45		
52.9.2.1.5	Extended Dynamic Allocation / Uplink Transfer / Normal / Polling for EPDAN	R99	All EGPRS MS supporting Extended Dynamic Allocation and EGPRS multislot classes: 3,5,6,7,9 to 29, 31 to 34, 36 to 39, 41 to 45)		C357	TSPC_Type_EGPRS_Multislot_ClassX where X = 1..45		
52.10.1	Verification of support of the IPA capability / EGPRS Packet Channel Request supported	Rel-11	All EGPRS MS supporting IPA capability		C594			
52.10.2	EGPRS Packet Access for one phase access by IPA capable MS / EGPRS Packet Channel Request supported / CCCH case	Rel-11	All EGPRS MS supporting IPA capability		C594			
52.10.3	EGPRS Packet Access for two phase access by IPA capable MS / EGPRS Packet Channel Request supported / CCCH case	Rel-11	All EGPRS MS supporting IPA capability		C594			
52.10.4	EGPRS Packet Access for signalling by IPA capable MS / EGPRS Packet Channel Request supported / CCCH case	Rel-11	All EGPRS MS supporting IPA capability		C594			
53.1.1.1	Acknowledged Mode/ Uplink TBF/ Send State Variable V(S)	R99	All EGPRS MS		C216			
53.1.1.2	Acknowledged Mode/ Uplink TBF/ Acknowledge State Variable V(A	R99	All EGPRS MS		C216			
53.1.1.3	Acknowledged Mode/ Uplink TBF/ Window Size/ Default Value	R99	All EGPRS MS		C216	TSPC_Type_EGPRS_Multislot_ClassX where X = 1..45		
53.1.1.4	Acknowledged Mode/ Uplink TBF/ Window Size/ Assigned Value	R99	All EGPRS MS		C216	TSPC_Type_EGPRS_Multislot_ClassX where X = 1..45		
53.1.1.5	Acknowledged mode/ Uplink TBF/ Invalid Negative Acknowledgement	R99	All EGPRS MS		C216			
53.1.1.6	Acknowledged Mode/ Uplink TBF/ Countdown Value	R99	EGPRS MS capable of 8PSK in Uplink		C238			
53.1.1.7	Acknowledged Mode/ Uplink TBF/ Interpretation of Receive Block Bitmap	R99	All EGPRS MS		C216			
53.1.1.8	Acknowledged Mode/ Uplink TBF/ Pre-emptive Transmission/ Default Mode	R99	All EGPRS MS		C216			
53.1.1.9	Acknowledged Mode/ Uplink TBF/ Pre-emptive Transmission Bit Set to '1'	R99	EGPRS MS capable of 8PSK in Uplink		C238			
53.1.1.10	Acknowledged Mode/ Uplink TBF/ Pre-emptive Transmission Bit Set to '0'/ PENDING_ACK Blocks	R99	All EGPRS MS		C216			
53.1.1.11	Acknowledged Mode/ Uplink TBF/ Pre-emptive Transmission Bit Set to '0'/ Negative Acknowledgement	R99	All EGPRS MS		C216			
53.1.1.12	Acknowledged Mode/ Uplink TBF/ Retransmission/ Split RLC Data Block	R99	All EGPRS MS		C216			
53.1.1.13	Acknowledged Mode/ Uplink TBF/ Calculation of BSN2	R99	EGPRS MS capable of 8PSK in Uplink		C238			
53.1.1.14	Acknowledged Mode/ Uplink TBF/ Verification of Coding Schemes	R99	All EGPRS MS		C216	TSPC_Type_EGPRS_8PSK_uplink		
53.1.1.15	Acknowledged Mode/ Uplink TBF/ Recalculation of CV on MCS change	R99	EGPRS MS capable of 8PSK in Uplink		C238			
53.1.1.16	Acknowledged Mode/ Uplink TBF/ Retransmission/ Padding in the Data Field	R99	EGPRS MS capable of 8PSK in Uplink		C238			
53.1.1.17	Acknowledged Mode/ Uplink TBF/ Retransmission/ Puncturing Scheme Cycle	R99	All EGPRS MS		C216	TSPC_Type_EGPRS_8PSK_uplink		
53.1.1.18	EGPRS Acknowledged mode/Uplink TBF/Link Adaptation Procedure for retransmission	R99	All EGPRS MS		C216	TSPC_Type_EGPRS_8PSK_uplink		
53.1.1.19	EGPRS Acknowledged mode/Uplink TBF/Link Adaptation Procedure for initial transmission	R99	All EGPRS MS		C216	TSPC_Type_EGPRS_8PSK_uplink		
53.1.1.20	Acknowledged Mode/ Uplink TBF/ Retransmission/ MCS Selection without Re-segmentation	R99	All EGPRS MS		C216	TSPC_Type_EGPRS_8PSK_uplink		
53.1.1.21	Acknowledged Mode/ Uplink TBF/ Initial Puncturing Scheme After MCS Switching	R99	EGPRS MS capable of 8PSK in Uplink		C238			
53.1.1.22	Acknowledged Mode/ Uplink TBF/ Recalculation of CV on TBC change	R99	EGPRS MS capable of 8PSK in Uplink		C238			
53.1.1.23	Acknowledged Mode/ Uplink TBF/ Interpretation of Compressed Bitmap	R99	All EGPRS MS		C216			
53.1.1.24	Acknowledged Mode/ Uplink TBF/ Interpretation of PBSN	R99	All EGPRS MS		C216			
53.1.1.25	Acknowledged Mode/ Uplink TBF/ TBF Reallocation/Window Size	R99	All EGPRS MS supporting EGPRS multislot classes 5,6,7, 9 to 29, 31 to 34, 36 to 39, 41 to 45		C425			
53.1.2.1	Acknowledged Mode/ Downlink TBF/ Receive State Variable V(R)	R99	All EGPRS MS		C216			
53.1.2.2	Acknowledged Mode/ Downlink TBF/ Receive Window State Variable V(Q)	R99	All EGPRS MS		C216			
53.1.2.3	Acknowledged Mode/ Downlink TBF/ Window Size/ Default Value	R99	All EGPRS MS		C216			
53.1.2.4	Acknowledged Mode/ Downlink TBF/ Window Size/ Assigned Value	R99	All EGPRS MS		C216			
53.1.2.5	Acknowledged Mode/ Downlink TBF/ BOW	R99	All EGPRS MS		C216	TSPC_Type_EGPRS_Multislot_ClassX where X = 1..45		
53.1.2.6	Acknowledged Mode/ Downlink TBF/ EOW	R99	All EGPRS MS		C216	TSPC_Type_EGPRS_Multislot_ClassX where X = 1..45		
53.1.2.7	Acknowledged Mode/ Downlink TBF/ Measurement Report	R99	All EGPRS MS		C216			
53.1.2.8	Acknowledged Mode/ Downlink TBF/ Generation of Bitmap	R99	All EGPRS MS		C216			
53.1.2.9	Acknowledged Mode/ Downlink TBF/ Interpretation of BSN2	R99	All EGPRS MS		C216			
53.1.2.10	Acknowledged Mode/ Downlink TBF/ Split RLC Data Block	R99	All EGPRS MS		C216			
53.1.2.11	Acknowledged Mode/ Downlink TBF/ First Partial Bitmap and Next Partial Bitmap	R99	All EGPRS MS		C216			
53.1.2.12	Acknowledged Mode/ Downlink TBF/ Decoding of Coding Schemes	R99	All EGPRS MS		C216			
53.1.2.14	Acknowledged Mode/ Downlink TBF/ Received Bitmap/ Compressed	R99	All EGPRS MS		C216	TSPC_Type_EGPRS_Multislot_ClassX where X = 1..45		
53.1.2.15	Acknowledged Mode/ Downlink TBF/ Received Bitmap/ Uncompressed	R99	All EGPRS MS		C216	TSPC_Type_EGPRS_Multislot_ClassX where X = 1..45		
53.1.2.16	Acknowledged Mode/ Downlink TBF/ Received Block Bitmap/ Compressed Bitmap Starting Colour Code	R99	All EGPRS MS		C216			
53.1.2.17	Acknowledged Mode/ Downlink TBF/ Received Block Bitmap/ Terminating Code and Make-up Code	R99	All EGPRS MS		C216	TSPC_Type_EGPRS_Multislot_ClassX where X = 1..45		
53.1.2.18	Acknowledged Mode/ Downlink TBF/ Retransmission/Padding	R99	All EGPRS MS		C216	TSPC_Type_EGPRS_Multislot_ClassX where X = 1..45		
53.1.2.19	Acknowledged Mode/ Downlink TBF/ Retransmission/Padding	R99	All EGPRS MS supporting EGPRS Multislot classes higher than 1		C277			
53.2.1.1	Unacknowledged Mode/ Uplink TBF/ Stall Indicator	R99	All EGPRS MS		C216			
53.2.1.2	Unacknowledged Mode/ Uplink TBF/ RBB and SSN	R99	All EGPRS MS		C216			
53.2.2.1	Unacknowledged Mode/ Downlink TBF/ V(R) and V(Q)	R99	All EGPRS MS		C216			
57.1.3-1	Intra frequency reallocation of CS resources / DTM Assignment Command, test 1	R99	All DTM/EGPRS capable MS		C342			
57.1.3-2	Intra frequency reallocation of CS resources / DTM Assignment Command, test 2	R99	All DTM/EGPRS capable MS supporting single slot allocation		C343			
57.1.4-1	Inter frequency reallocation of CS resources / DTM Assignment Command, test 1	R99	All DTM/EGPRS capable MS		C342			
57.1.4-2	Inter frequency reallocation of CS resources / DTM Assignment Command, test 2	R99	All DTM/EGPRS capable MS supporting single slot allocation		C343			
57.2.1-1	Network originating CS release, test 1	R99	All DTM/EGPRS capable MS		C342			
57.2.1-2	Network originating CS release, test 2	R99	All DTM/EGPRS capable MS supporting single slot allocation		C343			
58a.1.1	Uplink TBF, SSN based PAN Format	Rel-7	MS supporting Latency Reductions or FANR Capability		C557			
58a.1.2	Uplink TBF, SSN based PAN Format, with Concurrent Downlink TBF	Rel-7	MS supporting Latency Reductions or FANR Capability		C557			
58a.1.3	Uplink TBF, Time based PAN Format	Rel-7	MS supporting Latency Reductions or FANR Capability		C557			
58a.1.4	Uplink TBF, Time based PAN Format, with Concurrent Downlink TBF	Rel-7	MS supporting Latency Reductions or FANR Capability		C557			
58a.1.5	Concurrent Uplink and Downlink TBFs, Discrimination of PAN Information from different PDTCH Pairs	Rel-7	MS supporting Latency Reductions or FANR Capability		C557			
58a.1.6	Concurrent Uplink and Downlink TBFs, Mobile Coding and Puncturing Schemes	Rel-7	MS supporting Latency Reductions or FANR Capability		C557			
58a.1.7	Concurrent Uplink and Downlink TBFs, Choice of MCS for Uplink Data Block Re-Transmission with PAN Field Present	Rel-7	MS supporting Latency Reductions or FANR Capability		C557			
58a.1.8	Uplink TBF, Handling of Erroneous PAN Fields, SSN Based Format	Rel-7	MS supporting Latency Reductions or FANR Capability		C557			
58a.1.9	Uplink TBF, Handling of Erroneous PAN Fields, Time Based Format	Rel-7	MS supporting Latency Reductions or FANR Capability		C557			
58a.1.10	Downlink TBF, with Concurrent Uplink TBF, Polled FANR	Rel-7	MS supporting Latency Reductions or FANR Capability		C557			
58a.1.11	Downlink TBF, with Concurrent Uplink TBF, Event Based FANR, Out of Sequence Condition	Rel-7	MS supporting Latency Reductions or FANR Capability		C557			
58a.1.12	Downlink TBF, with Concurrent Uplink TBF, Event Based FANR, Corrupted RLC Data Part with Event-based Fast Ack/Nack reporting	Rel-7	MS supporting Latency Reductions or FANR Capability		C557			
58a.1.13	Downlink TBF, with Concurrent Uplink TBF, Event Based and Polled FANR Combined	Rel-7	MS supporting Latency Reductions or FANR Capability		C557			
58a.1.14	Downlink TBF, with and without Concurrent Uplink TBF, CES/P Polling Response	Rel-7	MS supporting Latency Reductions or FANR Capability		C557			
58a.1.15	Downlink TBF, with Concurrent Uplink TBF, Transmission of Other Messages in Response to Polling for PAN, PACKET CS REQUEST	Rel-7	MS supporting Latency Reductions or FANR Capability, Support of Enhanced DTM CS		C558			
58a.1.16	Downlink TBF, with Concurrent Uplink TBF, Transmission of Other Messages in Response to Polling for PAN, PACKET CELL CHANGE NOTIFICATION	Rel-7	MS supporting Latency Reductions or FANR Capability		C557			
58a.1.17	Downlink TBF, with and without Concurrent Uplink TBF, PAN Reaction Time, Polled PANR Polled Fast Ack/Nack reporting	Rel-7	MS supporting Latency Reductions or FANR Capability		C557			
58a.1.18	Downlink TBF, with Concurrent Uplink TBF, PAN Reaction Time, Event Based FANR	Rel-7	MS supporting Latency Reductions or FANR Capability		C557			
58a.1.19	Concurrent Uplink and Downlink TBFs, FANR/PAN, RLC Unacknowledged Mode	Rel-7	MS supporting Latency Reductions or FANR Capability		C557			
58a.2.1	Uplink RTTI TBF/ Default PDCH pair configuration/ Dynamic Allocation/ BTTI USF Mode	Rel-7	MS supporting Latency Reductions		C468			
58a.2.2	Uplink RTTI TBF/ default PDCH pair configuration/Dynamic Allocation/ RTTI USF Mode	Rel-7	MS supporting Latency Reductions		C468			
58a.2.3	Uplink RTTI TBF/default PDCH pair configuration/Extended Dynamic Allocation /BTTI USF	Rel-7	All MS supporting Latency Reductions supporting  Extended Dynamic Allocation and EGPRS multislot classes: 14 to 18, 21 to 23, 26 to 29, 33,34,38,39,43 to 45		C476			
58a.2.4	Uplink RTTI TBF/default PDCH pair configuration/Extended Dynamic Allocation /RTTI USF	Rel-7	All MS supporting Latency Reductions supporting  Extended Dynamic Allocation and EGPRS multislot classes: 14 to 18, 21 to 23, 26 to 29, 33,34,38,39,43 to 45		C476			
58a.2.5	Uplink RTTI TBF/Default PDCH pair configuration/Dynamic Allocation/USF Mode reconfiguration	Rel-7	MS supporting Latency Reductions		C468			
58a.2.6	Uplink RTTI TBF / One Phase Access Request by Reduced Latency MS / CCCH Case / Contention Resolution	Rel-7	MS supporting Latency Reductions		C468			
58a.2.7	Concurrent RTTI TBF / Channel Quality Reporting	Rel-7	MS supporting Latency Reductions		C468			
58a.2.8	Downlink RTTI TBF / default PDCH pair configuration/CCCH case	Rel-7	MS supporting Latency Reductions		C468			
58a.2.9	Concurrent RTTI TBF/ Explicit PDCH pair configuration	Rel-7	MS supporting Latency Reductions		C468			
58a.2.10	Concurrent RTTI TBF / Change in TTI Configuration	Rel-7	MS supporting Latency Reductions		C468			
58a.2.11	Concurrent RTTI TBF / Downlink Dual Carrier	Rel-7	MS supporting both Latency Reductions and Downlink Dual Carrier		C480	TSPC_Type_GPRS_Multislot_ClassX (where X = 1..45) TSPC_Type_Multislot_Capability_Reduction_for_Downlink_Dual_Carrier_of_0_or_1_Timeslots TSPC_Type_Multislot_Capability_Reduction_for_Downlink_Dual_Carrier_of_2_or_more_Timeslots		
58a.2.12	Concurrent RTTI TBF / Dual Transfer Mode	Rel-7	All DTM/EGPRS capable MS supporting Latency Reductions		C481			
58b.1.1	Single Carrier Uplink TBF with no Downlink TBF/ DLDC TBF established / No change in Uplink TBF	Rel-7	MS supporting Downlink Dual Carrier		C472	TSPC_Type_Multislot_Capability_Reduction_for_Downlink_Dual_Carrier_of_0_or_1_Timeslots  TSPC_Type_Multislot_Capability_Reduction_for_Downlink_Dual_Carrier_of_2_or_more_Timeslots  TSPC_Type_GPRS_Multislot_ClassX (where X = 1..45)		
58b.1.1a	Single Carrier Uplink TBF with no Downlink TBF/ DLMC TBF established / No change in Uplink TBF	Rel-12	MS supporting Downlink Multi Carrier		C605			
58b.1.2	Single Carrier Concurrent TBF to DLDC TBF/ Uplink DLDC TBF (on both carrier 1 and carrier 2)/ Reconfigured back to Single Carrier Concurrent TBF	Rel-7	MS supporting Downlink Dual Carrier		C472	TSPC_Type_Multislot_Capability_Reduction_for_Downlink_Dual_Carrier_of_0_or_1_Timeslots  TSPC_Type_Multislot_Capability_Reduction_for_Downlink_Dual_Carrier_of_2_or_more_Timeslots  TSPC_Type_GPRS_Multislot_ClassX (where X = 1..45)		
58b.1.2a	Single Carrier concurrent TBF to DLMC TBF/ Uplink DLMC TBF (on both carrier 1 and carrier 2)/ Reconfigured back to single Carrier Concurrent TBF	Rel-12	MS supporting Downlink Multi Carrier		C605			
58b.1.3	Single Carrier Concurrent TBF/Downlink TBF reconfigured to DLDC configuration / Uplink single carrier TBF reallocated to Carrier 2/Uplink modified to Dual Carrier	Rel-7	MS supporting Downlink Dual Carrier		C472			
58b.1.3a	Single Carrier Concurrent TBF/Downlink TBF reconfigured to DLMC configuration / Uplink single carrier TBF reallocated to Carrier 2/Uplink modified to Multi Carrier	Rel-12	MS supporting Downlink Multi Carrier		C605			
58b.1.4	Single Carrier Uplink TBF with no Downlink TBF / DLDC TBF established / Uplink DLDC TBF (on both carrier 1 and carrier 2)/ Uplink TBF Reconfigured to Single Carrier TBF.	Rel-7	MS supporting Downlink Dual Carrier		C472			
58b.1.4a	Single Carrier Uplink TBF with no Downlink TBF / DLMC TBF established / Uplink DLMC TBF (on both carrier 1 and carrier 2)/ Uplink TBF Reconfigured to Single Carrier TBF	Rel-12	MS supporting Downlink Multi Carrier		C605			
58b.1.5	Single Carrier Downlink TBF with No Uplink TBF/ Downlink reconfigured to DLDC TBF/ Uplink TBF established	Rel-7	MS supporting Downlink Dual Carrier		C472			
58b.1.5a	Single Carrier Downlink TBF with No Uplink TBF/ Downlink reconfigured to DLMC TBF/ Uplink TBF established	Rel-12	MS supporting Downlink Multi Carrier		C605			
