Clause	Title	Release	Applicability	Tested Bands / CA-Configurations Selection	Branch	Additional Information
9.4.1.1.1	FDD PMI Reporting - PUSCH 3-1 (Single PMI)	Rel-8	C01	UE supporting E-UTRA FDD	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
9.4.1.1.2	TDD PMI Reporting - PUSCH 3-1 (Single PMI)	Rel-8	C02	UE supporting E-UTRA TDD	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
9.4.1.2.1	FDD PMI Reporting - PUCCH 2-1 (Single PMI)	Rel-9	C36	UE supporting E-UTRA FDD and Feature Group Indicator 2	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
9.4.1.2.2	TDD PMI Reporting - PUCCH 2-1 (Single PMI)	Rel-9	C38	UE supporting E-UTRA TDD and Feature Group Indicator 2	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
9.4.1.3.1_D	FDD PMI Reporting - PUSCH 3-1 (Single PMI) for eDL-MIMO	Rel-10	C25	UE supporting E-UTRA FDD and Feature Group Indicator 103	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
9.4.1.3.2_D	TDD PMI Reporting - PUSCH 3-1 (Single PMI) for eDL-MIMO	Rel-10	C26	UE supporting E-UTRA TDD and Feature Group Indicator 104	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
9.4.1.4.1	FDD PMI Reporting with 4Tx enhanced codebook - PUCCH 1-1 (Single PMI) for eDL MIMO Enhancement	Rel-12	C25	UE supporting E-UTRA FDD and Feature Group Indicator 103	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
9.4.1.4.2	TDD PMI Reporting with 4Tx enhanced codebook - PUCCH 1-1 (Single PMI) for eDL MIMO Enhancement	Rel-12	C25a	UE supporting E-UTRA TDD and Feature Group Indicator 103	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
9.4.2.1.1	FDD PMI Reporting - PUSCH 1-2 (Multiple PMI)	Rel-8 only	C11	UE supporting E-UTRA FDD and operating bands supporting 20 MHz Bandwidth (UE categories 2, 3, 4, 5)	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
9.4.2.1.1_1	FDD PMI Reporting - PUSCH 1-2 (Multiple PMI) (Release 9 and forward)	Rel-9	C01	UE supporting E-UTRA FDD	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
9.4.2.1.2	TDD PMI Reporting - PUSCH 1-2 (Multiple PMI)	Rel-8 only	C12	UE supporting E-UTRA TDD and operating bands supporting 20 MHz Bandwidth (UE categories 2, 3, 4, 5)	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
9.4.2.1.2_1	TDD PMI Reporting - PUSCH 1-2 (Multiple PMI) (Release 9 and forward)	Rel-9	C02	UE supporting E-UTRA TDD	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
9.4.2.2.1	FDD PMI Reporting - PUSCH 2-2 (Multiple PMI)	Rel-9	C32	UE supporting E-UTRA FDD and Feature Group Indicators 1	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
9.4.2.2.2	TDD PMI Reporting - PUSCH 2-2 (Multiple PMI)	Rel-9	C33	UE supporting E-UTRA TDD and Feature Group Indicators 1	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
9.4.2.3.1_D	FDD PMI Reporting - PUSCH 1-2 (Multiple PMI) for eDL-MIMO	Rel-10	C25	UE supporting E-UTRA FDD and Feature Group Indicator 103	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
9.4.2.3.2_D	TDD PMI Reporting - PUSCH 1-2 (Multiple PMI) for eDL-MIMO	Rel-10	C26	UE supporting E-UTRA TDD and Feature Group Indicator 104	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.4.2.3.3	FDD PMI Reporting with 4Tx enhanced codebook - PUSCH 1-2 (Multiple PMI) for eDL-MIMO Enhancement	Rel-12	C25	UE supporting E-UTRA FDD and Feature Group Indicator 103	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
9.4.2.3.4	TDD PMI Reporting with 4Tx enhanced codebook - PUSCH 1-2 (Multiple PMI) for eDL-MIMO Enhancement	Rel-12	C25a	UE supporting E-UTRA TDD and eDL-MIMO Enhancement and Feature Group Indicator 103	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
9.5.1.1	FDD RI Reporting - PUCCH 1-1	Rel-8 and Rel-9 only	C13a	UE supporting E-UTRA FDD (UE Category 2-5)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.5.1.1_1	FDD RI Reporting - PUCCH 1-1 (Release 10)	Rel-10 only	C13	UE supporting E-UTRA FDD (UE Category 2-8)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.5.1.1_2	FDD RI Reporting- PUCCH 1-1 (Release 11)	Rel-11	C13b	UE supporting E-UTRA FDD (UE Category >= 2)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.5.1.2	TDD RI Reporting - PUSCH 3-1	Rel-8 and Rel-9 only	C14a	UE supporting E-UTRA TDD (UE Category 2-5)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.5.1.2_1	TDD RI Reporting - PUSCH 3-1 (Release 10)	Rel-10 only	C14	UE supporting E-UTRA TDD (UE Category 2-8)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.5.1.2_2	TDD RI Reporting- PUSCH 3-1 (Release 11)	Rel-11	C14b	UE supporting E-UTRA TDD (UE Category >= 2)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.5.2.1_D	FDD RI Reporting - PUCCH 1-1 for eDL-MIMO	Rel-10	C25x	UE supporting E-UTRA FDD and Feature Group Indicators 103 (UE Category >= 2)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.5.2.2_D	TDD RI Reporting - PUCCH 1-1 for eDL-MIMO	Rel-10	C25y	UE supporting E-UTRA TDD and Feature Group Indicator 103 (UE Category >= 2)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.5.3.1_C.1	FDD RI Reporting - PUCCH 1-0 for eICIC (non-MBSFN ABS)	Rel-10	C29	UE supporting E-UTRA FDD and Feature Group Indicator 115	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.5.3.2_C.1	TDD RI Reporting - PUCCH 1-0 for eICIC (non-MBSFN ABS)	Rel-10	C30	UE supporting E-UTRA TDD and Feature Group Indicator 115	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.5.4.1_E.1	FDD RI Reporting - PUCCH 1-0 for feICIC (non-MBSFN ABS)	Rel-11	C77	UE supporting E-UTRA FDD and CRS interference handling and Feature Group Indicator 115 (UE Category >= 2)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.5.4.2_E.1	TDD RI Reporting - PUCCH 1-0 for feICIC (non-MBSFN ABS)	Rel-11	C78	UE supporting E-UTRA TDD and CRS interference handling and ss-CCH interference handling and Feature Group Indicator 115(UE Category >= 2)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.5.5.1_F.1	FDD RI Reporting with Single CSI processes for CoMP 	Rel-11	C50	UE supporting E-UTRA FDD and Maximum CSI processes of One on a component carrier within a band with PDSCH transmission mode 10 (UE Category >= 2)	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
9.5.5.1_F.2	FDD RI Reporting with Multiple CSI processes for CoMP	Rel-11	C52	UE supporting E-UTRA FDD and Maximum CSI processes of Three or Four on a component carrier within a band with PDSCH transmission mode 10 (UE Category >= 2)	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
9.5.5.2_F.1	TDD RI Reporting with Single CSI process for CoMP 	Rel-11	C51	UE supporting E-UTRA TDD and Maximum CSI processes of One on a component carrier within a band with PDSCH transmission mode 10 (UE Category >= 2)	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
9.5.5.2_F.2	TDD RI Reporting with Multiple CSI processes for CoMP	Rel-11	C53	UE supporting E-UTRA TDD and Maximum CSI processes of Three or Four on a component carrier within a band with PDSCH transmission mode 10 (UE Category >= 2)	Each "Test Number" to be performed once, in a chosen band supporting tested BW	2Rx, 4Rx	
9.6.1.1_A.1	FDD CQI Reporting under AWGN conditions - PUCCH 1-0 for CA (2 DL CA)	Rel-10	C108	UE supporting E-UTRA FDD and intra-band contiguous DL CA or inter-band DL CA (UE Category >= 3)	Refer to 36.521-1 9.1.1.2	2Rx, 4Rx	Test execution not necessary if 9.6.1.1_A.2 is executed.
		Rel-11	C103	UE supporting E-UTRA FDD and intra-band non-contiguous DL CA(UE Category >= 3)			
9.6.1.1_A.2	FDD CQI Reporting under AWGN conditions - PUCCH 1-0 for CA (3 DL CA)	Rel-10	C124	UE supporting E-UTRA FDD and 3DL with intra-band contiguous CA, or 3DL with inter-band CA, or 3DL with intra-band contiguous and inter-band CA (UE Category >= 5)	 Refer to 36.521-1 9.1.1.2	2Rx, 4Rx	Test execution not necessary if 9.6.1.1_A.3 is executed.
		Rel-11	C125	UE supporting E-UTRA FDD and 3DL with intra-band non-contiguous and inter-band CA, or 3DL with intra-band non-contiguous and intra-band contiguous CA (UE Category >= 5)	TBD	2Rx, 4Rx	Test execution not necessary if 9.6.1.1_A.3 is executed.
9.6.1.1_A.3	FDD CQI Reporting under AWGN conditions - PUCCH 1-0 for CA (4DL CA)	Rel-11	C192	UE supporting E-UTRA FDD and 4DL with intra-band contiguous CA, or 4DL with inter-band CA, or 4DL with intra-band contiguous and inter-band CA (UE Category >= 8)		2Rx, 4Rx	
		Rel-11	C193	UE supporting E-UTRA FDD and 4DL with intra-band non-contiguous and inter-band CA, or 4DL with intra-band non-contiguous and intra-band contiguous CA (UE Category >= 8)			
9.6.1.1_A.4	FDD CQI Reporting under AWGN conditions - PUCCH 1-0 for CA (5DL CA)	Rel-11	C192a	UE supporting E-UTRA FDD and 5DL with Intra-band contiguous and Inter-band CA or 5DL with Intra-band non-contiguous and Inter-band CA or 5DL with Intra-band non-contiguous and Intra-band contiguous CA (UE Category 8 and >==11)		2Rx, 4Rx	
		Rel-12	C193a	UE supporting E-UTRA FDD and 5DL Inter-band CA (UE Category 8 and>= =11)			
9.6.1.2_A.1	TDD CQI Reporting under AWGN conditions - PUCCH 1-0 for CA (2DL CA) 	Rel-10	C114	UE supporting E-UTRA TDD and intra-band contiguous DL CA (UE Category >=3)	Refer to 36.521-1 9.1.1.2	2Rx, 4Rx	Test execution not necessary if 9.6.1.2_A.2 is executed.
9.6.1.2_A.2	TDD CQI Reporting under AWGN conditions - PUCCH 1-0 for CA (3 DL CA)	Rel-10	C128	UE supporting E-UTRA TDD and 3DL with intra-band contiguous CA, or 3DL with inter-band CA, or 3DL with intra-band contiguous and inter-band CA (UE Category >= 5)	Refer to 36.521-1 9.1.1.2	2Rx, 4Rx	
		Rel-11	C129	UE supporting E-UTRA TDD and 3DL with intra-band non-contiguous and inter-band CA, or 3DL with intra-band non-contiguous and intra-band contiguous CA (UE Category >= 5)			
9.6.1.2_A.3	TDD CQI Reporting under AWGN conditions - PUCCH 1-0 for CA (4 DL CA)	Rel-11	C270	UE supporting E-UTRA TDD and 4DL with intra-band contiguous CA, or 4DL with inter-band CA, or 4DL with intra-band contiguous and inter-band CA (UE Category >= 8)			
		Rel-11	C271	UE supporting E-UTRA TDD and 4DL with intra-band non-contiguous and inter-band CA, or 4DL with intra-band non-contiguous and intra-band contiguous CA (UE Category >= 8)			
9.6.1.2_A.4	TDD CQI Reporting under AWGN conditions - PUCCH 1-0 for CA (5 DL CA)	Rel-11	C272	UE supporting E-UTRA TDD and 5DL with intra-band contiguous CA, or 5DL with inter-band CA, or 5DL with intra-band contiguous and inter-band CA (UE Category 8 and >=11)			
		Rel-11	C273	UE supporting E-UTRA TDD and 5DL with intra-band non-contiguous and inter-band CA, or 5DL with intra-band non-contiguous and intra-band contiguous CA (UE Category 8 and >=11)			
9.6.1.3.1	TDD FDD CA CQI Reporting under AWGN conditions - PUCCH 1-0 for FDD PCell (2DL CA)	Rel-12	C132	UE supporting E-UTRA FDD and TDD and 2DL CA with FDD as PCell (UE Category >= 3)	TBD	2Rx, 4Rx	
9.6.1.3.2	TDD FDD CA CQI Reporting under AWGN conditions - PUCCH 1-0 for FDD PCell (3DL CA)	Rel-12	C133	UE supporting E-UTRA FDD and TDD and 3DL CA with FDD as PCell (UE Category >= 5)	TBD	2Rx, 4Rx	
9.6.1.3.3	TDD FDD CA CQI Reporting under AWGN conditions - PUCCH 1-0 for FDD PCell (4DL CA)	Rel-12	C133a	UE supporting E-UTRA FDD and TDD and 4DL CA with FDD as PCell (UE Category >= 8)	TBD	2Rx, 4Rx	
9.6.1.4.1	TDD FDD CA CQI Reporting under AWGN conditions - PUCCH 1-0 for TDD PCell (2DL CA)	Rel-12	C134	UE supporting E-UTRA FDD and TDD and 2DL CA with TDD as PCell (UE Category >= 3)	TBD	2Rx, 4Rx	
9.6.1.4.2	TDD FDD CA CQI Reporting under AWGN conditions - PUCCH 1-0 for TDD PCell (3DL CA)	Rel-12	C135	UE supporting E-UTRA FDD and TDD and 3DL CA with TDD as PCell (UE Category >= 5)	TBD	2Rx, 4Rx	
9.6.1.4.3	TDD FDD CA CQI Reporting under AWGN conditions - PUCCH 1-0 for TDD PCell (4DL CA)	Rel-12	C135a	UE supporting E-UTRA FDD and TDD and 4DL CA with TDD as PCell (UE Category >= 8)	TBD	2Rx, 4Rx	
9.7.1.1	FDD and Half duplex FDD CQI reporting definition under AWGN conditions for UE category 0	Rel-12	 C145	UE supporting E-UTRA FDD (UE category 0)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.7.1.2	TDD CQI reporting definition under AWGN conditions for UE category 0	Rel-12	C119	UE supporting E-UTRA TDD (UE category 0)			
9.7.2.1	FDD and Half duplex FDD CQI reporting definition under fading conditions for UE category 0	Rel-12	C145	UE supporting E-UTRA FDD (UE category 0)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.7.2.2	TDD CQI reporting definition under fading conditions for UE category 0	Rel-12	C156	UE supporting E-UTRA TDD (UE category 0)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.8.1.1	FDD and Half duplex FDD CQI reporting definition under AWGN conditions for UE category M1	Rel-13	C145a	UE supporting E-UTRA FDD and UE category M1	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.8.1.2	TDD CQI reporting definition under AWGN conditions for UE category M1	Rel-13	C156a	UE supporting E-UTRA TDD and UE category M1	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.8.2.1	FDD and Half-duplex FDD UE-selected subband CQI for UE category M1	Rel-13	C145a	UE supporting E-UTRA FDD and UE category M1	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.8.2.2	TDD UE-selected subband CQI for UE category M1	Rel-13	C156a	UE supporting E-UTRA TDD and UE category M1	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.9.1.1.1	FDD CQI Reporting under AWGN conditions - PUCCH 1-0 with Rank 1 1x4	Rel-10	C113b	UE supporting E-UTRA FDD with 4Rx antenna ports	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.9.1.1.2	TDD CQI Reporting under AWGN conditions - PUCCH 1-0 with Rank 1 1x4	Rel-10	C177	UE supporting E-UTRA TDD with 4Rx antenna ports	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.9.1.2.1	FDD CQI Reporting under AWGN conditions - PUCCH 1-1 with rank 2 4x4	Rel-10	C178	UE supporting E-UTRA FDD and eDL-MIMO and Feature Group Indicator 103 with 4Rx antenna ports (UE Category >= 2)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.9.1.2.2	TDD CQI Reporting under AWGN conditions - PUCCH 1-1 with rank 2 8x4	Rel-10	C179	UE supporting E-UTRA TDD and eDL-MIMO and Feature Group Indicator 104 with 4Rx antenna ports (UE Category >= 2)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.9.1.3.1	FDD CQI Reporting under AWGN conditions - PUCCH 1-1 with rank 4 4x4	Rel-10	C180	UE supporting E-UTRA FDD with 4Rx antenna ports and 4-layer spatial multiplexing (UE Category >= 5)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.9.1.3.2	TDD CQI Reporting under AWGN conditions - PUCCH 1-1 with rank 4 4x4	Rel-10	C181	UE supporting E-UTRA TDD with 4Rx antenna ports and 4-layer spatial multiplexing (UE Category >= 5)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.9.1.4.1	FDD CQI Reporting under AWGN conditions - PUCCH 1-1 with rank 3 4x4	Rel-10	C182	UE supporting E-UTRA FDD and eDL-MIMO and Feature Group Indicator 103 with 4Rx antenna ports (UE Category >= 5)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.9.1.4.2	TDD CQI Reporting under AWGN conditions - PUCCH 1-1 with rank 3 4x4	Rel-10	C183	UE supporting E-UTRA TDD and Feature Group Indicator 103 with 4Rx antenna ports (UE Category >= 5)	Each "Test Number" to be performed once, in a chosen band supporting tested BW		
9.9.2.1.1	FDD CQI Reporting under fading conditions - PUCCH 1-0 - Enhanced Performance Requirement Type A 1x4	Rel-11	C197	UE supporting E-UTRA FDD with 4Rx antenna ports and the enhanced performance requirements type A for LTE	Each" Test Number" to be performed once, in a chosen band supporting tested BW and 4Rx antenna ports		
9.9.2.1.2	TDD CQI Reporting under fading conditions - PUCCH 1-0 - Enhanced Performance Requirement Type A 1x4	Rel-11	C198	UE supporting E-UTRA TDD with 4Rx antenna ports and the enhanced performance requirements type A for LTE	Each" Test Number" to be performed once, in a chosen band supporting tested BW and 4Rx antenna ports		
