Clause	Title	Release	Applicability	Comments	Number of TC Executions (informative)	Release RAT
14.7.7	Conversational / unknown or speech / UL:[max bit rate depending on UE category and TTI] DL: [max bit rate depending on UE category] kbps / PS RAB + Streaming or Interactive or background / UL: [max bit rate depending on UE category and TTI] DL: [max bit rate depending on UE category] / PS RAB + Streaming or Interactive or background / UL: [max bit rate depending on UE category and TTI] DL: [max bit rate depending on UE category] / PS RAB + UL:[max bit rate depending on UE category and TTI] DL: :[max  bit rate depending on UE category] SRBs for DCCH on E-DCH and HS-DSCH	Rel-6	C563	UEs supporting FDD and HS-PDSCH and E-DPDCH and Conversational / unknown or speech / UL:[max bit rate depending on UE category and TTI] DL: [max bit rate depending on UE category] kbps / PS RAB + Streaming or Interactive or background / UL: [max bit rate depending on UE category and TTI] DL: [max bit rate depending on UE category] / PS RAB + Streaming or Interactive or background / UL: [max bit rate depending on UE category and TTI] DL: [max bit rate depending on UE category] / PS RAB + UL:[max bit rate depending on UE category and TTI] DL: :[max  bit rate depending on UE category] SRBs for DCCH on E-DCH and HS-DSCH and fully supporting F-DPCH	1 Execution: PS	
14.7.8	Conversational / speech / UL:(12.65 8.85 6.6) DL:(12.65 8.85 6.6) kbps / CS RAB + Streaming or interactive or background / UL: [max bit rate depending on UE category and TTI] DL: [max bit rate depending on UE category] / PS RAB + UL:3.4 DL:3.4 kbps SRBs for DCCH + DL:0.15 kbps SRB#5 for DCCH	Rel-6	C457	UEs supporting FDD and HS-PDSCH and E-DPDCH and Wide band speech and PS and CS simultaneously and Conversational / speech / UL:(12.65 8.85 6.6) DL:(12.65 8.85 6.6) kbps / CS RAB + Streaming or interactive or background / UL: [max bit rate depending on UE category and TTI] DL: [max bit rate depending on UE category] / PS RAB + UL:3.4 DL:3.4 kbps SRBs for DCCH + DL:0.15 kbps SRB#5 for DCCH	1 Execution: PS	
14.7.9	Conversational / speech / UL:(12.2, 7.95, 5.9, 4.75) kbps DL: (12.2, 7.95, 5.9, 4.75) kbps / CS RAB on E-DCH and HS-DSCH + UL: [max bit rate depending on UE category and TTI] DL: [max bit rate depending on UE category] SRBs for DCCH on E-DCH and HS-DSCH	Rel-7	C617	UE supporting FDD and CS Voice over HSPA and Conversational / speech / UL:(12.2, 7.95, 5.9, 4.75) kbps DL: (12.2, 7.95, 5.9, 4.75) kbps / CS RAB on E-DCH and HS-DSCH + UL: [max bit rate depending on UE category and TTI] DL: [max bit rate depending on UE category] SRBs for DCCH on E-DCH and HS-DSCH  Note: CS Voice over HSPA is an optional Rel-8 feature that may be implemented in Rel-7 UEs.	1 execution: CS	
14.7.10	Conversational / speech / UL:(12.65, 8.85, 6.6) kbps DL: (12.65, 8.85, 6.6) kbps / CS RAB on E-DCH and HS-DSCH + UL: [max bit rate depending on UE category and TTI] DL: [max bit rate depending on UE category] SRBs for DCCH on E-DCH and HS-DSCH	Rel-7	C618	UE supporting FDD and CS Voice over HSPA and Conversational / speech / UL:(12.65, 8.85, 6.6) kbps DL: (12.65, 8.85, 6.6) kbps / CS RAB on E-DCH and HS-DSCH + UL: [max bit rate depending on UE category and TTI] DL: [max bit rate depending on UE category] SRBs for DCCH on E-DCH and HS-DSCH  Note: CS Voice over HSPA is an optional Rel-8 feature that may be implemented in Rel-7 UEs.	1 execution: CS	
14.7.11	Streaming or interactive or background / UL: [max bit rate depending on UE category and TTI] DL: [max bit rate depending on UE category] / PS RAB + UL: [max bit rate depending on UE category and TTI] DL: [max bit rate depending on UE category] SRBs for DCCH on E-DCH and HS-DSCH for enhanced uplink/downlink in CELL_FACH	Rel-8	C678	UEs supporting FDD and HS-PDSCH and E-DPDCH and enhanced uplink in Cell_FACH and Streaming or interactive or background / UL: [max bit rate depending on UE category and TTI] DL: [max bit rate depending on UE category] / PS RAB + UL: [max bit rate depending on UE category and TTI] DL: [max bit rate depending on UE category] SRBs for DCCH on E-DCH and HS-DSCH for enhanced uplink/downlink in CELL_FACH	1 Execution: PS	
14.7.11a	Streaming or interactive or background / UL: [max bit rate depending on UE category and TTI] DL: [max bit rate depending on UE category] / PS RAB + UL: [max bit rate depending on UE category and TTI] DL: [max bit rate depending on UE category] SRBs for DCCH on common E-DCH and HS-DSCH for enhanced CELL_FACH with DRX configured	Rel-8	C732	UEs supporting FDD and HS-DSCH DRX in CELL_FACH and Streaming or interactive or background / UL: [max bit rate depending on UE category and TTI] DL: [max bit rate depending on UE category] / PS RAB + UL: [max bit rate depending on UE category and TTI] DL: [max bit rate depending on UE category] SRBs for DCCH on common E-DCH and HS-DSCH for enhanced CELL_FACH	1 Execution: PS	
15	SUPPLEMENTARY SERVICES   (NOTE 1, NOTE 2)					
15.1.1	CLIP / Normal operation	Rel-8	C885	UEs supporting FDD and a CS bearer service and speech and MT circuit switched basic service and Calling Line Identification Presentation	1 Execution: CS	
15.2.1	CLIR / Normal operation - requesting presentation of CLI	Rel-8 	C887	UEs supporting FDD and a CS bearer service and speech and MO circuit switched basic service and Calling Line Identification Restriction	1 Execution: CS	
15.2.2	CLIR / Normal operation - requesting restriction of CLI presentation	Rel-8 	C887	UEs supporting FDD and a CS bearer service and speech and MO circuit switched basic service and Calling Line Identification Restriction	1 Execution: CS	
15.3.1	CNAP/Normal Operation – Name indication contained in Setup message	Rel-8	C901	UEs supporting FDD and a CS bearer service and speech and At least one MT circuit switched basic service and CNAP	1 Execution: CS	
15.3.2	CNAP/Normal Operation – Name indication contained in Facility message	Rel-8	C901	UEs supporting FDD and a CS bearer service and speech and At least one MT circuit switched basic service and CNAP	1 Execution: CS	
15.3.3	CNAP/Interrogation accepted	Rel-8	C902	UEs supporting FDD and a CS bearer service and speech and At least one MO circuit switched basic service and CNAP	1 Execution: CS	
15.3.4	CNAP/Interrogation rejected	Rel-8	C902	UEs supporting FDD and a CS bearer service and speech and At least one MO circuit switched basic service and CNAP	1 Execution: CS	
15.4.1	Call forwarding supplementary services, Registration accepted	Rel-8	C897	UE supporting FDD and a CS bearer service and speech and the SSs CFNRy or CFU	1 Execution: CS	
15,4,2	Call forwarding supplementary services, Registration rejected	Rel-8	C897	UE supporting FDD and a CS bearer service and speech and the SSs CFNRy or CFU	1 Execution: CS	
15.4.3	Call forwarding supplementary services, Erasure accepted	Rel-8	C898	UE supporting FDD and a CS bearer service and speech and the SSs CFB or CFNRc	1 Execution: CS	
15.4.4	Call forwarding supplementary services, Erasure rejected	Rel-8	C898	UE supporting FDD and a CS bearer service and speech and the SSs CFB or CFNRc	1 Execution: CS	
15.4.5	Call forwarding supplementary services, Activation	Rel-8	C899	UE supporting FDD and a CS bearer service and speech and the SSs CFB or CFU	1 Execution: CS	
15.4.6	Call forwarding supplementary services, Deactivation	Rel-8	C898	UE supporting FDD and a CS bearer service and speech and the SSs CFB or CFNRc	1 Execution: CS	
15.4.7	Call forwarding supplementary services, Interrogation accepted	Rel-8	C900	UE supporting FDD and a CS bearer service and speech and the SSs CFB or CFNRy	1 Execution: CS	
15.4.8	Call forwarding supplementary services, Interrogation rejected	Rel-8	C900	UE supporting FDD and a CS bearer service and speech and the SSs CFB or CFNRy	1 Execution: CS	
15.5.1	Call completion supplementary services, Waiting call indication and confirmation	Rel-8	C907	UE supporting FDD and a CS bearer service and speech and call waiting	1 Execution: CS	
15.5.2	Call completion supplementary services, Waiting call accepted; existing call released	Rel-8	C907	UE supporting FDD and a CS bearer service and speech and call waiting	1 Execution: CS	
15.5.3	Call completion supplementary services, Waiting call accepted; existing call on hold, no additional calls	Rel-8	C908	UE supporting FDD and a CS bearer service and speech and call waiting and call hold	1 Execution: CS	
15.5.4	Call completion supplementary services, Existing call released by user A; waiting call accepted	Rel-8	C907	UE supporting FDD and a CS bearer service and speech and call waiting	1 Execution: CS	
15.5.5	Call completion supplementary services, Waiting call released by subscriber B	Rel-8	C907	UE supporting FDD and a CS bearer service and speech and call waiting	1 Execution: CS	
15.5.6	Call completion supplementary services, Waiting call released by calling user C	Rel-8	C907	UE supporting FDD and a CS bearer service and speech and call waiting	1 Execution: CS	
15.5.7	Call completion supplementary services, Activation	Rel-8	C907	UE supporting FDD and a CS bearer service and speech and call waiting	1 Execution: CS	
15.5.8	Call completion supplementary services, Deactivation	Rel-8	C907	UE supporting FDD and a CS bearer service and speech and call waiting	1 Execution: CS	
15.6.1	Call completion supplementary services, Hold invocation	Rel-8	C893	UE supporting FDD and a CS bearer service and speech and Call Hold	1 Execution: CS	
15.6.2	Call completion supplementary services, Retrieve procedure	Rel-8	C893	UE supporting FDD and a CS bearer service and speech and Call Hold	1 Execution: CS	
15.6.3	Call completion supplementary services, Alternate from one call to the other	Rel-8	C893	UE supporting FDD and a CS bearer service and speech and Call Hold	1 Execution: CS	
15.7.1	Multi-party supplementary services, Beginning the MultiParty service, successful case	Rel-8	C894	UE supporting FDD and a CS bearer service and speech and MultiParty	1 Execution: CS	
15.7.2	Multi-party supplementary services, Beginning the MultiParty service, unsuccessful case	Rel-8	C894	UE supporting FDD and a CS bearer service and speech and MultiParty	1 Execution: CS	
15.7.3	Multi-party supplementary services, Beginning the MultiParty service, expiry of timer T(BuildMPTY)	Rel-8	C894	UE supporting FDD and a CS bearer service and speech and MultiParty	1 Execution: CS	
15.7.4	Multi-party, Managing an active MultiParty call, Put the MultiParty call on hold, successful case	Rel-8	C894	UE supporting FDD and a CS bearer service and speech and MultiParty	1 Execution: CS	
15.7.5	Multi-party, Managing an active MultiParty call, Put the MultiParty call on hold, unsuccessful case	Rel-8	C894	UE supporting FDD and a CS bearer service and speech and MultiParty	1 Execution: CS	
15.7.6	Multi-party, Managing an active MultiParty call, Put the MultiParty call on hold, expiry of timer T(HoldMPTY)	Rel-8	C894	UE supporting FDD and a CS bearer service and speech and MultiParty	1 Execution: CS	
15.7.7	Multi-party, Managing an active MultiParty call, Create a private communication with one of the remote parties, successful case	Rel-8	C894	UE supporting FDD and a CS bearer service and speech and MultiParty	1 Execution: CS	
15.7.8	Multi-party, Managing an active MultiParty call, Create a private communication with one of the remote parties, unsuccessful case	Rel-8	C894	UE supporting FDD and a CS bearer service and speech and MultiParty	1 Execution: CS	
15.7.9	Multi-party, Managing an active MultiParty call, Create a private communication with one of the remote parties, expiry of timer T(SplitMPTY)	Rel-8	C894	UE supporting FDD and a CS bearer service and speech and MultiParty	1 Execution: CS	
15.7.10	Multi-party supplementary services, Terminate the entire MultiParty call	Rel-8	C894	UE supporting FDD and a CS bearer service and speech and MultiParty	1 Execution: CS	
15.7.11	Multi-party supplementary services, Explicitly disconnect a remote party	Rel-8	C894	UE supporting FDD and a CS bearer service and speech and MultiParty	1 Execution: CS	
15.7.12	Multi-party supplementary services, Release from the MultiParty call	Rel-8	C894	UE supporting FDD and a CS bearer service and speech and MultiParty	1 Execution: CS	
15.7.13	Multi-party supplementary services, Retrieve the held MultiParty call, successful case	Rel-8	C894	UE supporting FDD and a CS bearer service and speech and MultiParty	1 Execution: CS	
15.7.14	Multi-party supplementary services, Retrieve the held MultiParty call, unsuccessful case	Rel-8	C894	UE supporting FDD and a CS bearer service and speech and MultiParty	1 Execution: CS	
15.7.15	Multi-party supplementary services, Retrieve the held MultiParty call, expiry of timer T(RetrieveMPTY)	Rel-8	C894	UE supporting FDD and a CS bearer service and speech and MultiParty	1 Execution: CS	
15.7.16	Multi-party supplementary services, Initiate a new call	Rel-8	C894	UE supporting FDD and a CS bearer service and speech and MultiParty	1 Execution: CS	
15.7.17	Multi-party supplementary services, Process a call waiting request	Rel-8	C894	UE supporting FDD and a CS bearer service and speech and MultiParty	1 Execution: CS	
15.7.18	Multi-party supplementary services, Terminate the held MultiParty call	Rel-8	C894	UE supporting FDD and a CS bearer service and speech and MultiParty	1 Execution: CS	
15.7.19	Multi-party, Managing a single call and a MultiParty call, Disconnect the single call, single call active	Rel-8	C894	UE supporting FDD and a CS bearer service and speech and MultiParty	1 Execution: CS	
15.7.20	Multi-party, Managing a single call and a MultiParty call, Disconnect the single call, single call held	Rel-8	C894	UE supporting FDD and a CS bearer service and speech and MultiParty	1 Execution: CS	
15.7.21	Clear all parties of held MultiParty call	Rel-8	C894	UE supporting FDD and a CS bearer service and speech and MultiParty	1 Execution: CS	
15.7.22	Clear all parties of active MultiParty call	Rel-8	C894	UE supporting FDD and speech and MultiParty	1 Execution: CS	
15.7.23	Multi-party supplementary services, Disconnect all calls	Rel-8	C894	UE supporting FDD and speech and MultiParty	1 Execution: CS	
15.7.24	Multi-party supplementary services, Add the single call to the MPTY, successful case	Rel-8	C894	UE supporting FDD and speech and MultiParty	1 Execution: CS	
15.7.25	Multi-party supplementary services, Add the single call to the MPTY, maximum number of participants exceeded	Rel-8	C894	UE supporting FDD and speech and MultiParty	1 Execution: CS	
15.7.26	Multi-party supplementary services, Alternate between the MPTY call and the single call	Rel-8	C894	UE supporting FDD and speech and MultiParty	1 Execution: CS	
15.7.27	Multi-party supplementary services, Adding extra remote parties	Rel-8	C894	UE supporting FDD and speech and MultiParty	1 Execution: CS	
15.8.1	Registration accepted	Rel-8	C888	UEs supporting FDD and a CS bearer service and speech, and BAOC or BOIC or BOIC-exHC or BAIC or BIC-Roam.	1 Execution: CS	
15.8.2	Rejection after invoke of the operation “register password” with SS subscription violation	Rel-8	C888	UEs supporting FDD and a CS bearer service and speech, and BAOC or BOIC or BOIC-exHC or BAIC or BIC-Roam.	1 Execution: CS	
15.8.3	Rejection after password check with negative result	Rel-8	C888	UEs supporting FDD and a CS bearer service and speech, and BAOC or BOIC or BOIC-exHC or BAIC or BIC-Roam.	1 Execution: CS	
15.8.4	Activation accepted	Rel-8	C890	UEs supporting FDD and a CS bearer service and speech and BAOC or BICRoam	1 Execution: CS	
15.8.5	Rejection after invoke of ActivateSS operation	Rel-8	C910	UEs supporting FDD and a CS bearer service and speech and BOIC	1 Execution: CS	
15.8.6	Deactivation accepted	Rel-8	C888	UEs supporting FDD and a CS bearer service and speech, and BAOC or BOIC or BOIC-exHC or BAIC or BIC-Roam	1 Execution: CS	
15.8.7	Rejection after invoke of DeactivateSS operation	Rel-8	C911	UEs supporting FDD and a CS bearer service and speech and BAIC	1 Execution: CS	
15.8.8	Rejection after use of password procedure	Rel-8	C912	UEs supporting FDD and a CS bearer service and speech and BOIC-exHC	1 Execution: CS	
15.8.9	Normal operation	Rel-8	C891	UEs supporting FDD and a CS bearer service and speech	1 Execution: CS	
15.9.1	ProcessUnstructuredSS-request/accepted	Rel-8	C896	UE supporting FDD and a CS bearer service and speech and at least one MO circuit switched basic service and capable of performing USSD	1 Execution: CS	
15.9.2	ProcessUnstructuredSS-request/cross phase compatibility and error handling	Rel-8	C896	UE supporting FDD and a CS bearer service and speech and at least one MO circuit switched basic service and capable of performing USSD	1 Execution: CS	
15.9.3	UnstructuredSS-Notify/accepted	Rel-8	C913	UE supporting FDD and a CS bearer service and speech and at least one MT circuit switched basic service and capable of performing USSD	1 Execution: CS	
15.9.4	UnstructuredSS-Notify/rejected on user busy	Rel-8	C895	UE supporting FDD and a CS bearer service and capable of performing USSD	1 Execution: CS	
15.9.5	UnstructuredSS-Request/accepted	Rel-8	C913	UE supporting FDD and a CS bearer service and speech and at least one MT circuit switched basic service and capable of performing USSD 	1 Execution: CS	
15.9.6	MMI input for USSD	Rel-8	C896	UE supporting FDD and a CS bearer service and speech and at least one MO circuit switched basic service and capable of performing USSD	1 Execution: CS	
